"Exp2-Old-Bst2-neg_1" "Exp2-Old-Bst2-neg_2" "Exp2-Old-Bst2-neg_3" "Exp2-Old-Bst2-neg_4" "Exp2-Old-Bst2-pos_1" "Exp2-Old-Bst2-pos_2" "Exp2-Old-Bst2-pos_3" "Exp2-Old-Bst2-pos_4"
"1810053B23Rik" 0 0 0 0 0 0 0 0
"1810055G02Rik" 500 151 941 886 371 364 649 575
"1810058I24Rik" 1730 1194 1040 1544 1044 578 1663 1741
"1810062G17Rik" 0 0 0 0 0 0 20 0
"1810062O18Rik" 0 24 21 25 12 0 43 18
"1810063I02Rik" 0 0 0 0 0 0 0 0
"1810064F22Rik" 1 0 0 0 0 0 0 0
"1810065E05Rik" 0 0 1 0 2 1 0 0
"2010001A14Rik" 143 104 94 69 237 128 226 114
"2010001E11Rik" 0 0 0 0 0 0 0 0
"2010003K11Rik" 0 0 0 1 0 0 0 0
"2010005H15Rik" 0 0 0 0 0 0 0 1
"2010009K17Rik" 0 1 0 0 0 0 0 0
"2010010A06Rik" 0 0 0 0 0 0 0 0
"2010012O05Rik" 1280 570 535 747 760 361 870 1125
"2010016I18Rik" 0 0 0 0 0 7 0 0
"2010106C02Rik" 0 0 0 0 0 0 0 0
"2010106E10Rik" 0 0 0 23 0 0 0 0
"2010107E04Rik" 4783 3891 4425 5265 5353 2811 6095 5861
"2010107G12Rik" 0 1 63 0 0 0 0 1
"2010107G23Rik" 57 52 44 0 0 0 38 43
"2010109A12Rik" 0 0 10 0 0 0 0 0
"2010109I03Rik" 0 0 0 0 0 0 0 0
"2010111I01Rik" 72 154 273 96 33 54 10 158
"2010204K13Rik" 51 51 87 82 109 41 183 206
"2010300C02Rik" 0 1 2 0 0 0 1 0
"2010308F09Rik" 0 0 0 17 0 14 0 0
"2010310C07Rik" 0 0 0 0 0 0 0 0
"2010315B03Rik" 266 171 187 213 335 269 565 611
"2010320M18Rik" 454 265 341 417 397 212 398 373
"2200002D01Rik" 0 0 0 0 0 0 0 0
"2200002J24Rik" 0 0 0 0 0 0 0 0
"2210010C04Rik" 0 0 0 0 0 0 0 0
"2210011C24Rik" 0 0 0 0 0 0 0 0
"2210013O21Rik" 558 485 615 1105 574 465 745 787
"2210015D19Rik" 623 129 337 599 323 251 513 240
"2210016F16Rik" 718 507 705 852 786 450 1138 1022
"2210016L21Rik" 871 565 898 951 688 351 1042 1164
"2210018M11Rik" 425 125 687 359 422 178 167 113
"2210019I11Rik" 0 0 0 0 0 0 1 0
"2210039B01Rik" 0 0 0 0 0 0 0 0
"2210404E10Rik" 0 0 0 0 0 0 0 0
"2210404O09Rik" 643 115 308 535 223 93 448 401
"2210406O10Rik" 33 13 6 1 0 4 1 6
"2210407C18Rik" 0 0 0 0 0 0 0 0
"2210408F21Rik" 0 0 0 0 0 1 28 48
"2210408I21Rik" 45 50 168 229 34 49 205 427
"2210409D07Rik" 3 0 0 1 41 0 0 0
"2210409E12Rik" 0 0 0 0 0 0 0 0
"2210414B05Rik" 0 0 0 0 0 0 0 0
"2210416O15Rik" 1 0 0 12 5 0 0 5
"2210417A02Rik" 0 0 0 0 0 0 0 0
"2210420H20Rik" 0 4 0 7 1 0 6 12
"2300002M23Rik" 0 0 0 0 0 0 0 0
"2300003K06Rik" 0 0 0 0 0 0 0 0
"2300005B03Rik" 0 0 0 0 0 0 0 0
"2300009A05Rik" 531 407 901 607 588 346 588 563
"2310001H17Rik" 0 0 0 0 0 0 0 0
"2310001K24Rik" 0 0 0 0 0 0 0 0
"2310002D06Rik" 0 0 0 0 0 0 0 0
"2310002F09Rik" 0 0 0 0 0 0 0 0
"2310002L09Rik" 0 0 0 0 0 0 0 0
"2310003N18Rik" 0 0 0 22 0 0 0 0
"2310005A03Rik" 0 0 0 1 0 0 0 0
"2310005E17Rik" 0 0 0 0 0 0 0 0
"2310007B03Rik" 1 0 0 0 0 0 0 0
"2310008N11Rik" 0 0 0 0 0 0 0 0
"2310009A05Rik" 690 523 636 766 738 303 838 987
"2310009B15Rik" 329 285 344 323 339 198 388 569
"2310010G23Rik" 41 0 38 60 60 29 41 0
"2310010J17Rik" 77 27 29 42 31 30 114 150
"2310011J03Rik" 612 526 1220 847 916 313 1537 361
"2310015A10Rik" 49 13 22 72 58 26 0 85
"2310015D24Rik" 0 0 0 0 0 1 1 0
"2310016D03Rik" 2 0 0 0 0 0 0 0
"2310020H05Rik" 0 0 1 0 0 0 0 0
"2310022A10Rik" 195 41 308 306 61 66 332 94
"2310022B05Rik" 391 363 312 771 515 367 752 415
"2310030A07Rik" 0 0 0 0 0 0 0 0
"2310030G06Rik" 0 0 38 0 0 0 0 0
"2310033P09Rik" 779 565 1063 742 990 386 872 735
"2310034C09Rik" 0 0 0 0 0 0 0 0
"2310034G01Rik" 72 0 72 0 56 1 98 53
"2310034O05Rik" 0 0 0 0 0 0 0 2
"2310035C23Rik" 522 274 215 322 159 80 510 440
"2310036O22Rik" 2509 1124 2701 2874 1913 1253 2403 2144
"2310039H08Rik" 737 462 352 499 493 211 711 621
"2310039L15Rik" 0 0 0 0 0 0 0 0
"2310040G24Rik" 264 300 103 100 102 87 127 126
"2310043L19Rik" 0 0 0 0 0 0 0 0
"2310043O21Rik" 0 0 0 0 0 0 0 1
"2310045N01Rik" 289 106 266 267 171 64 357 351
"2310045n01rik-mef2b" 0 0 0 0 0 0 0 0
"2310047M10Rik" 2 58 5 37 12 53 14 1
"2310050C09Rik" 0 0 0 0 0 0 0 0
"2310057J18Rik" 0 0 1 0 0 0 0 1
"2310057M21Rik" 171 194 72 377 269 228 262 393
"2310057N15Rik" 0 0 0 0 0 1 0 0
"2310061I04Rik" 665 266 533 442 401 356 571 668
"2310061N02Rik" 0 0 0 0 0 0 1 0
"2310065F04Rik" 0 0 0 0 0 0 0 0
"2310067B10Rik" 8 200 43 23 28 11 56 17
"2310068J16Rik" 29 12 25 10 9 5 0 14
"2310069B03Rik" 0 0 0 0 0 0 0 0
"2310069G16Rik" 119 0 112 39 68 14 235 126
"2310075C17Rik" 0 0 0 0 0 0 0 0
"2310079G19Rik" 0 0 1 0 0 0 0 0
"2310081J21Rik" 0 0 0 0 0 0 0 0
"2400006E01Rik" 0 1 0 0 0 0 0 0
"2410002F23Rik" 1615 722 1282 1383 941 606 1387 1529
"2410003L11Rik" 7 0 0 0 0 0 0 0
"2410004B18Rik" 841 450 514 451 644 232 553 534
"2410004I01Rik" 0 0 78 0 115 0 83 40
"2410004P03Rik" 0 0 0 0 0 1 0 1
"2410006H16Rik" 845 531 563 615 496 529 838 989
"2410012E07Rik" 0 0 1 0 0 0 0 0
"2410015M20Rik" 2436 1746 2144 2192 2356 1216 2946 2469
"2410016O06Rik" 192 0 87 259 163 17 128 105
"2410017I17Rik" 1 0 0 0 0 0 0 0
"2410018L13Rik" 1 0 0 0 0 0 2 0
"2410021H03Rik" 0 0 0 0 0 0 0 0
"2410089E03Rik" 131 525 297 208 160 92 244 325
"2410124H12Rik" 0 0 0 0 0 0 0 0
"2410127L17Rik" 332 234 273 363 400 202 322 200
"2410131K14Rik" 129 1 202 218 128 34 207 44
"2410137M14Rik" 0 0 0 0 0 0 0 0
"2410141K09Rik" 0 0 1 0 0 0 0 0
"2500002B13Rik" 151 54 83 181 129 73 98 202
"2500004C02Rik" 184 156 156 250 235 47 291 95
"2510002D24Rik" 213 2 217 210 191 201 352 273
"2510003B16Rik" 7 6 20 4 27 10 12 3
"2510009E07Rik" 274 380 485 56 255 205 325 582
"2510039O18Rik" 57 4 15 7 128 90 47 93
"2610001J05Rik" 2006 1422 2220 2521 2111 877 2032 3247
"2610002M06Rik" 555 241 298 251 426 315 682 787
"2610005L07Rik" 167 118 200 167 108 102 167 153
"2610008E11Rik" 916 355 434 242 366 303 660 88
"2610015P09Rik" 867 721 980 356 609 510 519 896
"2610016A17Rik" 0 0 0 0 0 0 0 0
"2610020C07Rik" 128 47 52 90 122 94 116 73
"2610020H08Rik" 507 439 624 402 431 157 159 151
"2610027K06Rik" 0 0 0 0 0 0 0 0
"2610028E06Rik" 0 0 0 0 0 0 0 1
"2610028H24Rik" 2 0 0 1 0 0 0 0
"2610035D17Rik" 92 5 504 61 40 123 408 79
"2610035F20Rik" 0 0 1 0 0 0 6 0
"2610037D02Rik" 0 0 0 0 0 1 0 0
"2610042L04Rik" 2 1 4 3 1 0 1 23
"2610044O15Rik8" 488 378 796 978 282 106 638 514
"2610100L16Rik" 397 415 385 413 334 130 284 355
"2610203C22Rik" 0 4 2 1 1 1 0 1
"2610206C17Rik" 78 14 21 9 24 12 43 42
"2610301B20Rik" 1370 1195 2214 1958 2007 1118 2651 2686
"2610305D13Rik" 1 36 0 89 6 3 1 0
"2610306M01Rik" 455 143 373 291 241 208 381 481
"2610307P16Rik" 238 22 140 86 62 4 288 164
"2610316D01Rik" 1472 624 1457 1671 1249 594 1586 1202
"2610318N02Rik" 64 0 29 2 0 15 0 42
"2610507B11Rik" 326 414 584 710 991 573 970 360
"2610507I01Rik" 79 113 66 108 149 64 37 45
"2610524H06Rik" 681 516 676 561 1053 376 978 1433
"2610528A11Rik" 0 0 0 1 0 0 0 0
"2610528J11Rik" 0 0 0 0 0 0 0 0
"2700029M09Rik" 4767 3591 3922 4202 3572 1940 4568 4416
"2700038G22Rik" 210 258 175 260 542 151 340 793
"2700046A07Rik" 182 114 146 286 188 52 239 145
"2700046G09Rik" 71 15 0 42 16 67 59 89
"2700049A03Rik" 827 432 836 1556 427 304 659 328
"2700054A10Rik" 64 0 0 4 0 1 256 14
"2700060E02Rik" 3838 2574 3529 3535 2918 1650 4457 3430
"2700062C07Rik" 768 362 722 639 554 355 851 508
"2700069I18Rik" 0 0 0 40 6 2 4 0
"2700070H01Rik" 68 20 30 0 1 23 108 0
"2700081O15Rik" 350 241 329 433 59 154 266 231
"2700089I24Rik" 0 1 0 0 0 0 0 0
"2700094K13Rik" 10071 5967 9327 11972 8434 4240 11474 10217
"2700097O09Rik" 936 834 749 779 1004 519 944 764
"2700099C18Rik" 1197 520 1255 1340 1476 672 1837 1215
"2810001G20Rik" 299 498 339 240 333 61 539 210
"2810002D19Rik" 310 367 374 622 437 111 422 222
"2810004N23Rik" 779 775 752 1352 936 552 846 1211
"2810006K23Rik" 1238 456 469 748 967 435 1570 1346
"2810013P06Rik" 1175 546 1560 952 1156 342 1021 876
"2810021J22Rik" 159 78 1 2 188 6 21 409
"2810025M15Rik" 2014 934 1345 1295 1310 877 1813 1670
"2810029C07Rik" 101 0 82 0 140 37 0 95
"2810032G03Rik" 0 62 0 0 0 0 0 0
"2810047C21Rik1" 51 0 0 0 7 0 17 0
"2810049E08Rik" 16 70 13 0 19 30 0 34
"2810403A07Rik" 714 389 629 189 530 322 133 200
"2810403D21Rik" 142 61 34 140 100 96 145 49
"2810404M03Rik" 0 1 0 0 1 2 0 0
"2810405F15Rik" 18 15 36 42 38 3 27 66
"2810408A11Rik" 268 85 765 203 253 77 126 391
"2810408I11Rik" 351 261 258 210 53 177 295 114
"2810410L24Rik" 9 15 22 26 12 1 0 47
"2810417H13Rik" 23258 11413 18131 14828 12198 6607 13605 15593
"2810428I15Rik" 1683 1167 1218 1778 1292 808 1918 1523
"2810429I04Rik" 0 30 44 0 14 48 78 65
"2810433D01Rik" 0 1 0 0 0 0 13 0
"2810442N19Rik" 0 0 0 0 0 0 0 0
"2810454H06Rik" 200 25 65 179 61 54 63 81
"2810459M11Rik" 366 225 136 314 456 125 1268 259
"2810468N07Rik" 694 489 714 1425 1271 414 771 2024
"2810471M01Rik" 0 0 0 0 0 1 0 0
"2810474O19Rik" 1462 1018 1347 1247 890 354 849 1492
"2900005J15Rik" 120 1 0 55 52 13 59 67
"2900008C10Rik" 17 15 135 55 27 52 71 39
"2900009J06Rik" 14 6 0 1 0 4 6 10
"2900011O08Rik" 105 18 0 0 66 0 0 0
"2900026A02Rik" 2 77 0 113 64 75 3 55
"2900041M22Rik" 0 0 0 0 0 1 0 0
"2900052N01Rik" 0 0 1 0 1 0 18 0
"2900055J20Rik" 1 0 0 0 0 0 0 0
"2900057B20Rik" 0 0 0 0 0 0 1 0
"2900060B14Rik" 30 9 15 7 14 12 49 33
"2900076A07Rik" 391 192 225 298 321 148 266 329
"2900079G21Rik" 2 1 0 16 0 0 0 0
"2900092C05Rik" 0 0 0 0 0 0 0 0
"2900092D14Rik" 1633 797 1054 1014 576 506 926 1127
"2900097C17Rik" 260 260 343 274 87 166 208 225
"3000002C10Rik" 141 56 103 31 65 30 73 6
"3010001F23Rik" 84 25 28 74 8 0 110 77
"3010026O09Rik" 1006 277 700 393 723 301 909 562
"3100003L05Rik" 0 0 0 0 0 0 0 0
"3110001I22Rik" 0 132 0 91 67 62 145 103
"3110002H16Rik" 428 128 397 206 190 48 290 377
"3110009E18Rik" 432 231 330 540 289 298 340 350
"3110009F21Rik" 0 0 0 0 0 0 2 0
"3110015C05Rik" 0 0 0 0 0 0 0 0
"3110021A11Rik" 52 86 44 0 29 0 27 0
"3110021N24Rik" 65 43 150 72 94 3 60 59
"3110035E14Rik" 0 0 0 2 0 0 0 0
"3110039I08Rik" 1441 1974 1462 1557 1438 972 1485 936
"3110039M20Rik" 960 476 555 579 450 273 946 929
"3110040N11Rik" 758 306 358 503 357 245 498 590
"3110043O21Rik" 433 185 1192 1314 192 395 239 391
"3110045C21Rik" 224 36 144 172 4 99 256 51
"3110052M02Rik" 535 205 94 74 171 123 188 237
"3110056K07Rik" 471 171 157 233 374 242 408 238
"3110057O12Rik" 36 7 20 73 0 79 279 124
"3110062M04Rik" 148 72 98 136 196 58 192 141
"3110070M22Rik" 0 0 0 61 0 0 0 0
"3110079O15Rik" 0 0 15 14 66 32 69 0
"3110082I17Rik" 802 366 539 352 560 322 842 1101
"3110082J24Rik" 125 59 72 145 240 86 160 132
"3110099E03Rik" 0 0 0 0 0 64 74 0
"3200001D21Rik" 0 0 0 0 0 0 14 19
"3300002I08Rik" 54 85 28 19 50 50 4 16
"3300002P13Rik" 19 0 0 0 13 0 0 0
"3300005D01Rik" 0 0 0 3 0 0 0 0
"3425401B19Rik" 0 0 0 2 1 0 0 0
"3632451O06Rik" 3 2 103 0 1 1 0 72
"3632454L22Rik" 3 0 0 0 0 0 0 70
"3830403N18Rik" 0 0 0 0 0 0 0 0
"3830406C13Rik" 945 701 483 607 780 344 963 728
"3830408C21Rik" 43 3 3 2 29 7 0 0
"3830417A13Rik" 0 0 0 0 0 0 1 0
"3830432H09Rik" 0 0 0 1 0 0 0 0
"3930402G23Rik" 2 0 1 32 0 0 0 0
"4430402I18Rik" 0 3 0 0 30 39 0 1
"4631405J19Rik" 181 7 48 16 210 86 136 73
"4632404H12Rik" 28 42 5 40 4 0 3 53
"4632415L05Rik" 395 323 485 197 240 52 252 397
"4632427E13Rik" 409 320 694 655 539 284 559 570
"4632428C04Rik" 0 0 0 0 0 0 0 5
"4632428N05Rik" 0 1 2 0 1 0 0 1
"4732416N19Rik" 1 4 5 5 6 6 10 25
"4732456N10Rik" 0 0 0 0 0 0 1 0
"4732471J01Rik" 134 40 27 8 53 2 19 52
"4732490B19Rik" 0 0 0 0 0 0 0 0
"4732491K20Rik" 56 61 46 274 133 99 142 57
"4831407H17Rik" 0 2 0 0 0 0 0 0
"4831440E17Rik" 17 60 72 122 117 1 132 54
"4833411C07Rik" 0 0 0 0 0 0 48 0
"4833412C05Rik" 0 0 0 0 0 0 0 0
"4833415N18Rik" 0 0 0 0 0 0 0 0
"4833417C18Rik" 61 94 12 39 2 36 96 0
"4833418N02Rik" 18 19 20 40 0 0 0 0
"4833419F23Rik" 1 0 0 0 19 0 11 0
"4833420G17Rik" 1930 863 1604 1850 1413 612 1980 1833
"4833422C13Rik" 0 0 0 1 0 0 0 1
"4833422M21Rik" 0 0 0 0 1 0 0 0
"4833423E24Rik" 0 0 0 0 0 0 0 0
"4833427F10Rik" 0 0 0 0 0 0 0 0
"4833427G06Rik" 0 0 0 0 12 0 0 0
"4833428L15Rik" 0 1 0 0 3 0 0 0
"4833439L19Rik" 2415 861 3101 2451 2139 595 2285 1051
"4921501E09Rik" 0 0 0 0 0 0 0 0
"4921504A21Rik" 135 22 65 91 31 44 115 250
"4921504E06Rik" 0 0 0 0 0 0 0 0
"4921506M07Rik" 0 0 0 0 0 1 0 0
"4921507L20Rik" 0 0 0 35 7 1 0 0
"4921507P07Rik" 19 1 0 1 11 0 5 0
"4921508D12Rik" 0 0 0 0 0 0 0 0
"4921509C19Rik" 0 0 0 0 0 0 0 1
"4921509O07Rik" 0 0 0 0 0 0 0 1
"4921511C10Rik" 30 30 37 18 4 3 12 18
"4921511C20Rik" 0 1 0 0 0 0 0 0
"4921511H03Rik" 0 0 0 0 0 0 1 0
"4921511I17Rik" 0 0 0 0 0 0 0 1
"4921511M17Rik" 0 0 0 0 0 0 0 0
"4921513I03Rik" 0 0 0 0 0 0 0 0
"4921515E04Rik" 0 0 0 0 1 0 0 0
"4921517D22Rik" 2 0 0 0 1 0 0 1
"4921518K17Rik" 0 0 0 0 0 0 0 0
"4921524J17Rik" 1061 543 957 867 676 210 766 769
"4921524L21Rik" 0 0 0 0 0 0 0 0
"4921525O09Rik" 0 0 0 0 3 0 0 0
"4921529L05Rik" 0 0 0 0 0 0 0 0
"4921530L21Rik" 0 0 0 0 0 0 0 0
"4921531C22Rik" 131 0 64 120 93 7 55 101
"4921531P14Rik" 0 0 0 0 0 0 0 0
"4921533I20Rik" 0 0 0 0 0 0 0 0
"4921534H16Rik" 0 0 1 0 0 0 0 0
"4921536K21Rik" 85 0 14 0 4 0 8 0
"4921539E11Rik" 0 1 0 0 0 0 0 0
"4922502D21Rik" 0 0 0 0 0 1 0 0
"4922502H24Rik" 0 1 0 0 0 0 0 0
"4922502N22Rik" 1 0 0 0 0 0 1 0
"4930401C15Rik" 0 0 0 0 0 0 0 0
"4930401O10Rik" 0 0 0 0 0 0 0 0
"4930401O12Rik" 0 0 0 0 0 0 0 0
"4930402F06Rik" 0 0 0 0 1 0 0 0
"4930402F11Rik" 1 1 0 0 0 0 0 0
"4930402H24Rik" 243 45 287 148 140 119 330 309
"4930402K13Rik" 0 0 0 0 0 0 0 0
"4930404A05Rik" 0 2 0 0 0 0 2 0
"4930404H11Rik" 0 0 0 0 11 0 0 39
"4930404I05Rik" 0 22 0 1 0 0 17 0
"4930404N11Rik" 0 0 0 14 3 0 17 0
"4930405A10Rik" 0 0 0 3 0 0 0 0
"4930405A21Rik" 20 0 36 88 2 29 0 13
"4930405D11Rik" 0 0 0 0 0 0 0 1
"4930405J17Rik" 0 0 0 0 0 0 0 1
"4930405L22Rik" 0 0 0 0 0 0 0 0
"4930405O22Rik" 1 0 0 0 0 1 0 0
"4930406D18Rik" 0 0 0 0 0 0 0 1
"4930407G08Rik" 0 0 0 0 0 0 0 0
"4930407I10Rik" 0 0 0 2 0 0 0 0
"4930407I19Rik" 0 0 0 0 0 0 0 0
"4930412B13Rik" 0 0 0 0 0 1 0 0
"4930412C18Rik" 0 2 0 0 0 0 0 0
"4930412O13Rik" 0 0 0 0 0 0 0 0
"4930413E15Rik" 0 0 2 0 0 0 0 0
"4930413F20Rik" 0 0 0 0 4 0 0 0
"4930413G21Rik" 44 54 33 45 42 31 59 41
"4930413M19Rik" 0 0 0 0 0 0 1 0
"4930414N06Rik" 0 0 0 0 0 0 0 36
"4930415F15Rik" 0 0 0 0 0 0 1 36
"4930415L06Rik" 0 0 0 0 0 1 0 0
"4930415O20Rik" 0 19 0 0 1 0 0 0
"4930417O13Rik" 0 0 0 0 0 0 0 0
"4930417O22Rik" 0 0 0 0 0 0 0 0
"4930419G24Rik" 0 0 0 0 0 0 0 0
"4930423M02Rik" 0 0 0 0 0 0 0 0
"4930425K10Rik" 0 0 0 0 0 0 0 0
"4930425L21Rik" 0 1 0 0 1 0 0 0
"4930425O10Rik" 0 0 0 0 0 0 0 0
"4930426D05Rik" 0 0 0 0 0 0 0 0
"4930426L09Rik" 0 0 0 0 26 0 0 0
"4930427A07Rik" 302 203 659 498 90 281 209 374
"4930428D20Rik" 0 0 0 0 0 0 0 0
"4930428E07Rik" 0 0 0 0 1 0 9 0
"4930428G15Rik" 0 1 0 0 0 0 0 0
"4930428O21Rik" 0 0 0 0 0 0 0 0
"4930429B21Rik" 1 2 0 0 0 0 0 8
"4930429D17Rik" 0 0 0 0 0 0 0 0
"4930429F11Rik" 0 0 0 0 0 0 0 0
"4930429F24Rik" 0 0 15 0 7 0 0 0
"4930430A15Rik" 1 0 0 0 0 0 1 0
"4930430F08Rik" 172 112 118 268 82 22 176 40
"4930430F21Rik" 2 0 0 0 0 0 0 1
"4930430J02Rik" 1 0 0 0 0 0 0 0
"4930431F12Rik" 0 0 0 0 0 0 0 0
"4930431P03Rik" 0 0 0 0 0 1 0 0
"4930432J09Rik" 0 0 0 0 0 0 1 1
"4930432K21Rik" 0 3 190 0 0 0 15 2
"4930432M17Rik" 0 0 0 1 0 0 0 0
"4930433B08Rik" 0 0 1 0 0 0 0 0
"4930433I11Rik" 0 0 1 0 0 0 0 0
"4930433N12Rik" 0 0 0 0 3 0 0 0
"4930434J06Rik" 0 0 0 0 0 0 0 0
"4930435E12Rik" 0 0 0 0 0 0 0 0
"4930438E09Rik" 0 0 0 0 0 0 0 0
"4930440C22Rik" 0 1 0 0 0 0 0 0
"4930440I19Rik" 0 0 0 0 0 0 0 0
"4930441H08Rik" 0 0 0 0 0 0 0 0
"4930441J16Rik" 0 0 0 0 0 1 0 0
"4930442J19Rik" 0 0 0 0 0 0 0 0
"4930442L01Rik" 0 0 0 0 0 0 0 0
"4930443O20Rik" 0 0 0 0 0 0 0 0
"4930444F02Rik" 0 0 1 0 0 0 0 0
"4930444G20Rik" 0 0 0 1 0 0 0 0
"4930444M15Rik" 0 0 0 0 0 0 0 1
"4930444P10Rik" 2 0 8 33 0 0 0 0
"4930445N18Rik" 0 0 0 0 0 5 0 26
"4930447A16Rik" 0 0 1 8 0 3 0 0
"4930447C04Rik" 0 10 0 3 37 18 0 66
"4930447F24Rik" 0 0 0 0 0 0 0 1
"4930447J18Rik" 0 0 0 0 0 0 0 0
"4930447K03Rik" 0 1 2 1 1 2 2 0
"4930447M23Rik" 0 0 0 2 0 0 1 0
"4930447N08Rik" 1 0 0 0 0 0 0 0
"4930448C13Rik" 0 0 0 0 0 0 0 0
"4930448F12Rik" 0 0 1 0 0 0 0 0
"4930448H16Rik" 0 1 0 0 0 0 0 0
"4930448I06Rik" 0 0 0 0 0 0 0 0
"4930448I18Rik" 0 1 0 0 0 0 0 0
"4930448K20Rik" 0 2 0 0 0 0 0 0
"4930449E01Rik" 0 0 1 0 0 0 0 0
"4930449E18Rik" 0 0 0 1 0 0 0 0
"4930449I24Rik" 0 0 0 0 0 0 0 0
"4930451G09Rik" 0 0 24 0 72 0 0 59
"4930451I11Rik" 0 0 0 0 0 0 0 0
"4930452A19Rik" 0 0 0 1 0 0 0 0
"4930452B06Rik" 50 277 138 294 80 156 201 239
"4930452G13Rik" 0 0 0 0 0 0 0 0
"4930452N14Rik" 0 0 0 0 0 0 0 0
"4930453H23Rik" 0 0 0 0 2 0 2 0
"4930453L07Rik" 0 0 0 0 0 0 2 0
"4930453N24Rik" 869 562 1496 1155 778 427 620 1416
"4930455B14Rik" 0 0 0 0 0 0 0 0
"4930455C13Rik" 0 0 4 0 0 0 0 5
"4930455D15Rik" 0 0 0 0 0 0 0 0
"4930455F16Rik" 0 0 0 0 1 0 0 0
"4930455G09Rik" 0 0 0 0 0 0 7 0
"4930455H04Rik" 0 0 23 0 0 0 0 9
"4930455J16Rik" 0 0 0 0 0 1 0 0
"4930456L15Rik" 0 0 0 0 0 0 0 0
"4930459C07Rik" 0 0 0 0 0 0 0 0
"4930459L07Rik" 0 0 0 0 0 0 0 0
"4930461G14Rik" 0 0 0 0 0 0 0 0
"4930463O16Rik" 1 0 0 0 0 0 0 0
"4930465K10Rik" 1 0 0 0 22 0 55 0
"4930465M20Rik" 0 0 0 0 0 0 0 0
"4930467D21Rik" 0 0 1 1 0 0 0 0
"4930467E23Rik" 0 8 0 0 0 0 0 0
"4930467K11Rik" 0 0 1 0 0 0 0 0
"4930469G21Rik" 0 0 0 0 0 0 0 0
"4930470H14Rik" 0 0 0 0 0 1 0 0
"4930470O06Rik" 0 0 0 0 0 0 0 0
"4930470P17Rik" 0 0 0 0 0 0 0 0
"4930471C04Rik" 0 0 0 0 0 0 0 0
"4930471G03Rik" 0 0 0 0 0 0 0 0
"4930471M09Rik" 15 0 1 0 0 0 0 0
"4930473A02Rik" 10 2 4 0 1 13 0 1
"4930473O22Rik" 0 0 0 0 0 0 0 0
"4930474G06Rik" 0 1 0 0 0 0 0 0
"4930474H20Rik" 0 0 0 0 0 1 0 0
"4930474M22Rik" 0 0 0 0 0 0 0 0
"4930474N05Rik" 0 0 0 0 0 0 0 0
"4930474N09Rik" 0 0 0 1 0 0 0 0
"4930477N07Rik" 0 0 0 0 0 0 1 0
"4930478L05Rik" 0 93 57 0 0 6 1 2
"4930478P22Rik" 1 0 0 0 0 0 0 0
"4930479D17Rik" 0 0 15 52 0 0 12 0
"4930480E11Rik" 0 0 0 0 0 0 0 0
"4930480G23Rik" 0 0 0 0 0 0 0 0
"4930480K15Rik" 12 53 26 0 118 130 36 88
"4930480K23Rik" 90 70 50 0 33 0 44 35
"4930480M12Rik" 0 0 0 0 0 0 0 0
"4930481A15Rik" 137 15 139 113 202 98 379 276
"4930482G09Rik" 0 1 0 0 0 0 0 0
"4930483J18Rik" 0 0 0 0 17 0 0 0
"4930483K19Rik" 0 0 0 0 0 0 0 0
"4930483O08Rik" 0 0 0 0 0 0 0 0
"4930484H19Rik" 0 0 0 0 0 0 0 0
"4930486F22Rik" 0 0 0 0 0 0 0 0
"4930486I03Rik" 0 0 0 0 0 0 0 0
"4930486L24Rik" 0 0 0 0 0 0 1 1
"4930487D11Rik" 0 0 0 0 0 0 0 0
"4930487H11Rik" 0 0 0 0 0 1 0 0
"4930488B22Rik" 0 0 0 0 1 0 0 1
"4930488L21Rik" 8 0 0 0 0 0 0 0
"4930500F04Rik" 0 0 0 0 0 0 0 0
"4930500L23Rik" 0 0 0 0 0 0 0 0
"4930502A04Rik" 0 0 0 0 0 0 0 1
"4930502E09Rik" 0 0 24 5 0 0 0 16
"4930502E18Rik" 0 0 0 0 0 0 0 0
"4930503B20Rik" 0 0 16 13 17 0 0 0
"4930503E14Rik" 0 0 1 0 0 0 0 0
"4930503E24Rik" 1 1 0 1 0 1 0 2
"4930503F20Rik" 0 1 0 0 0 0 0 0
"4930503H13Rik" 0 0 0 0 0 0 0 0
"4930503L19Rik" 507 133 793 435 188 181 715 360
"4930503O07Rik" 0 0 0 0 0 0 0 0
"4930504C09Rik" 0 0 0 0 0 0 0 0
"4930504O13Rik" 0 0 0 0 0 0 0 0
"4930505A04Rik" 0 0 0 0 0 0 0 0
"4930505G20Rik" 0 0 0 0 0 0 0 0
"4930505K13Rik" 0 0 0 0 0 0 0 0
"4930505K14Rik" 0 0 0 0 0 0 0 0
"4930506A18Rik" 0 11 0 0 0 0 0 0
"4930506C21Rik" 8 39 37 3 8 7 33 37
"4930507D05Rik" 8 0 0 0 44 23 0 0
"4930507D10Rik" 0 0 0 0 0 0 0 0
"4930509E16Rik" 1 0 0 0 32 5 0 0
"4930509J09Rik" 0 0 0 0 0 0 0 0
"4930509K18Rik" 0 0 0 0 0 0 0 0
"4930511A02Rik" 0 0 0 0 0 0 0 0
"4930511A08Rik" 0 0 0 0 0 0 0 0
"4930511E03Rik" 0 0 0 0 0 0 0 0
"4930511M06Rik" 0 0 0 0 0 1 0 0
"4930512B01Rik" 0 11 1 8 0 0 0 0
"4930512J16Rik" 0 0 0 0 0 0 2 0
